time,h_wspd_1,h_wspd_2,h_wspd_3,h_wspd_4,h_wspd_5,h_wspd_6,h_wdir_1,h_wdir_2,h_wdir_3,h_wdir_4,h_wdir_5,h_wdir_6,file_date,avg_pressure,avg_temp,avg_humidity,avg_dew_point
22,8.56,8.81,8.98,9.02,8.79,7.58,54.34,53.91,53.66,53.33,53.16,54.13,2015-09-20,1013.00,24.67,79.87,20.97
23,10.92,11.15,11.29,11.30,11.12,10.29,54.27,53.98,53.89,53.74,53.45,53.51,2015-09-20,1013.42,24.48,80.93,20.98
24,10.99,11.23,11.36,11.39,11.18,10.04,49.24,49.00,49.01,48.95,48.89,49.52,2015-09-20,1013.72,24.27,80.92,20.78
1,10.61,10.94,11.10,11.06,10.59,9.12,44.00,43.62,43.46,43.32,43.19,43.51,2015-09-21,1014.52,24.03,79.99,20.37
2,9.90,10.27,10.46,10.44,9.92,8.67,47.34,47.02,46.77,46.51,46.30,46.69,2015-09-21,1015.07,23.83,79.08,19.98
3,9.83,10.18,10.36,10.34,9.78,8.52,40.36,40.18,40.24,40.29,40.06,40.23,2015-09-21,1015.37,23.63,78.98,19.77
4,9.63,10.03,10.21,10.06,9.28,8.16,39.08,38.87,38.67,38.23,37.22,36.96,2015-09-21,1015.46,23.60,79.05,19.73
5,9.17,9.50,9.65,9.23,8.50,7.54,42.47,42.22,42.16,41.71,41.28,42.05,2015-09-21,1015.04,23.53,77.65,19.38
6,8.69,9.02,9.17,8.94,8.37,7.36,47.41,46.93,46.71,46.41,46.17,46.37,2015-09-21,1015.27,23.40,74.95,18.70
7,8.89,9.25,9.45,9.37,8.95,8.18,52.61,52.15,51.86,51.61,51.52,51.65,2015-09-21,1014.71,23.40,74.73,18.67
8,8.76,9.05,9.21,9.16,8.89,8.24,54.34,54.03,53.88,53.61,53.41,53.42,2015-09-21,1014.49,23.47,75.43,18.83
9,8.83,9.09,9.20,9.13,8.87,8.28,55.81,55.35,55.12,54.76,54.47,54.34,2015-09-21,1014.47,23.67,74.30,18.82
10,8.40,8.63,8.74,8.68,8.47,7.92,58.86,58.45,58.27,58.08,58.03,58.06,2015-09-21,1014.59,23.82,74.32,19.00
11,8.59,8.84,8.96,8.92,8.71,8.19,49.77,49.49,49.35,49.18,49.15,49.36,2015-09-21,1015.04,23.98,76.65,19.57
12,9.25,9.47,9.59,9.56,9.38,8.96,40.68,40.18,39.99,40.03,40.27,41.25,2015-09-21,1015.59,23.92,78.97,20.07
13,8.32,8.51,8.63,8.65,8.51,8.16,42.15,41.92,41.82,41.88,42.16,43.17,2015-09-21,1016.03,24.05,79.40,20.28
14,10.31,10.56,10.73,10.76,10.56,10.11,66.28,65.99,65.97,65.96,65.92,66.33,2015-09-21,1016.36,24.33,80.87,20.83
15,10.11,10.40,10.62,10.57,10.06,9.43,69.40,69.22,69.29,69.79,70.88,72.61,2015-09-21,1016.75,24.20,79.83,20.52
16,10.03,10.25,10.45,10.41,10.04,9.36,77.40,77.01,76.85,77.25,77.72,79.19,2015-09-21,1017.02,24.75,76.25,20.30
17,10.14,10.36,10.56,10.64,10.51,9.92,75.11,74.83,74.85,74.95,75.10,75.88,2015-09-21,1016.90,24.87,75.72,20.28
18,10.67,10.87,11.07,11.13,10.97,10.34,65.17,64.87,64.89,65.04,65.37,66.53,2015-09-21,1016.68,24.72,76.90,20.40
19,13.03,13.08,13.30,13.43,13.33,13.03,64.83,64.88,64.91,64.90,65.02,65.79,2015-09-21,1016.41,23.88,80.35,20.30
20,12.41,12.56,12.68,12.75,12.65,12.30,67.77,67.70,67.85,67.82,67.74,67.96,2015-09-21,1016.65,24.23,74.80,19.47
21,12.68,12.88,13.02,13.08,12.98,12.55,62.19,62.03,62.12,62.09,62.05,62.46,2015-09-21,1016.86,24.20,73.22,19.07
22,12.39,12.67,12.85,12.91,12.75,12.22,56.69,56.46,56.40,56.31,56.35,56.87,2015-09-21,1016.87,24.15,73.17,19.03
23,12.14,12.48,12.67,12.63,12.28,11.35,52.36,52.01,51.89,51.75,51.84,52.68,2015-09-21,1016.90,23.88,74.05,18.98
24,11.09,11.25,11.32,10.93,10.57,9.16,55.64,55.72,55.83,56.39,56.98,62.20,2015-09-21,1017.13,23.70,74.47,18.88
1,11.61,11.92,12.06,11.99,11.51,10.44,59.37,59.12,58.99,58.80,59.16,61.13,2015-09-22,1017.49,23.69,73.86,18.76
2,11.55,11.98,12.25,12.03,11.19,9.93,65.51,64.96,64.69,64.80,65.87,68.29,2015-09-22,1017.54,23.70,73.45,18.68
3,10.70,10.68,10.85,10.36,8.93,8.85,70.22,70.54,70.24,71.12,74.77,75.62,2015-09-22,1017.74,23.78,73.80,18.80
4,10.46,10.47,10.76,10.43,9.66,8.30,71.20,71.41,71.00,71.44,72.65,76.24,2015-09-22,1017.67,23.72,73.83,18.78
5,10.29,10.49,10.67,10.55,10.25,9.26,78.56,78.51,78.46,78.45,78.26,79.72,2015-09-22,1017.69,23.75,73.37,18.72
6,9.70,9.88,10.04,9.95,9.71,8.89,70.47,70.44,70.41,70.32,69.97,70.92,2015-09-22,1017.40,23.85,73.15,18.75
7,9.71,9.89,10.06,10.01,9.77,8.95,67.33,67.14,66.82,66.28,65.63,66.72,2015-09-22,1017.19,23.90,73.57,18.87
8,9.22,9.35,9.47,9.42,9.21,8.36,50.43,50.36,50.15,49.65,49.00,50.87,2015-09-22,1017.15,23.88,73.08,18.75
9,9.67,9.79,9.91,9.86,9.66,8.93,40.96,41.13,41.10,40.84,40.46,42.17,2015-09-22,1017.19,23.80,75.80,19.25
10,10.43,10.62,10.81,10.67,10.34,9.30,29.72,29.77,29.69,29.71,29.71,31.77,2015-09-22,1017.05,23.63,79.25,19.82
11,9.42,9.96,10.18,9.61,8.42,7.03,28.65,26.46,26.21,26.25,27.25,31.34,2015-09-22,1017.37,23.57,81.83,20.30
12,10.04,10.63,10.54,10.00,8.81,12.83,34.31,32.22,32.38,32.28,33.42,24.36,2015-09-22,1017.50,23.80,81.75,20.48
13,10.41,10.86,10.83,10.22,9.27,9.37,35.10,33.86,34.37,35.22,36.71,37.57,2015-09-22,1017.89,23.82,82.77,20.72
14,10.02,10.14,10.02,9.42,9.10,66.57,38.31,37.68,38.46,39.85,40.75,-79.39,2015-09-22,1018.30,24.10,82.58,20.93
15,11.42,11.67,11.90,12.11,12.17,12.06,35.67,35.64,35.99,36.40,36.95,38.66,2015-09-22,1018.62,24.23,83.03,21.17
16,11.63,11.87,12.08,12.26,12.27,12.10,32.29,32.46,32.92,33.30,33.81,35.17,2015-09-22,1018.41,24.32,83.88,21.42
17,12.27,12.61,12.91,13.13,13.11,12.80,33.88,34.02,34.47,34.80,35.11,36.08,2015-09-22,1018.24,24.15,84.48,21.38
18,12.31,12.63,12.88,12.83,12.59,11.61,29.62,29.50,29.70,29.92,30.14,31.13,2015-09-22,1018.27,24.07,84.38,21.28
19,11.87,12.19,12.49,11.95,11.25,9.94,30.79,30.59,30.83,31.34,32.07,34.26,2015-09-22,1017.88,23.85,84.57,21.07
20,11.96,12.08,12.33,11.94,11.02,9.28,31.58,31.58,31.88,32.32,33.01,35.89,2015-09-22,1017.65,23.85,83.55,20.92
21,11.91,12.45,12.83,12.02,10.91,8.86,28.46,27.72,27.57,27.99,28.99,33.37,2015-09-22,1017.46,23.77,85.55,21.18
22,11.75,12.28,13.01,12.23,11.44,9.95,27.59,26.44,25.74,26.57,28.08,33.18,2015-09-22,1017.56,23.65,86.82,21.33
23,10.93,11.18,11.69,11.24,10.62,9.82,33.87,33.69,33.85,35.76,38.92,44.02,2015-09-22,1017.75,23.67,87.00,21.38
24,10.86,11.09,11.21,10.85,10.28,9.50,44.97,44.32,44.84,46.77,50.23,55.35,2015-09-22,1017.86,24.25,81.30,20.80
1,9.98,10.23,10.42,10.13,9.44,8.74,42.54,42.34,42.24,43.53,45.61,50.12,2015-09-23,1018.27,24.27,79.00,20.38
2,11.77,11.99,12.36,11.96,10.94,9.24,46.21,46.19,45.56,46.28,49.01,55.62,2015-09-23,1018.39,24.08,77.87,19.98
3,11.40,12.00,12.29,11.88,10.53,8.55,46.33,45.04,44.05,44.27,46.49,53.27,2015-09-23,1018.71,23.88,76.70,19.53
4,11.41,11.72,12.07,11.83,10.55,9.99,43.09,42.07,41.20,41.00,42.38,47.34,2015-09-23,1018.90,23.68,75.28,19.02
5,11.39,11.23,10.93,10.00,8.94,10.80,39.03,39.39,39.95,41.63,43.98,41.73,2015-09-23,1018.84,23.60,74.73,18.82
6,12.31,12.82,13.09,12.82,11.45,9.58,29.69,29.12,28.39,28.63,30.28,36.78,2015-09-23,1018.64,23.12,80.63,19.60
7,12.30,12.94,13.25,12.80,11.65,8.83,28.63,27.84,26.99,27.36,27.67,35.77,2015-09-23,1018.32,22.83,80.38,19.25
8,11.90,12.53,12.85,12.52,11.55,8.31,24.15,23.82,23.04,23.16,22.28,31.93,2015-09-23,1018.28,22.75,81.15,19.37
9,12.54,13.00,13.45,13.22,12.51,10.00,18.34,19.24,18.70,18.66,18.03,26.68,2015-09-23,1018.00,22.48,82.77,19.40
10,12.74,13.18,13.68,13.47,12.60,9.85,14.94,16.39,15.79,15.77,14.56,24.88,2015-09-23,1017.92,22.43,82.77,19.38
11,12.67,13.11,13.57,13.10,12.23,9.54,16.14,17.70,17.25,17.28,15.70,26.96,2015-09-23,1018.21,22.52,82.43,19.37
12,12.40,13.00,13.35,12.97,12.00,9.15,18.81,19.36,19.31,18.86,17.76,27.63,2015-09-23,1018.73,22.60,82.25,19.42
13,12.73,13.32,13.64,13.39,12.56,10.32,22.04,22.17,21.95,21.31,20.05,28.98,2015-09-23,1019.07,22.65,81.63,19.37
14,12.93,13.49,13.76,13.52,12.56,10.37,24.23,24.68,24.71,24.56,24.38,28.57,2015-09-23,1019.53,22.82,80.77,19.35
15,13.38,13.79,13.99,13.96,13.57,12.80,30.32,30.71,30.96,30.75,30.64,31.24,2015-09-23,1019.86,22.97,80.48,19.43
16,11.56,11.84,11.98,11.54,10.61,10.90,31.90,32.60,32.90,32.89,33.17,34.30,2015-09-23,1020.09,23.12,80.25,19.53
17,12.89,13.22,13.45,13.46,13.00,11.69,31.60,31.82,31.98,31.90,31.78,33.72,2015-09-23,1020.07,23.22,79.52,19.47
18,13.11,13.37,13.56,13.63,13.49,12.88,31.37,31.52,31.63,31.55,31.40,32.23,2015-09-23,1019.77,23.07,78.57,19.12
19,13.56,13.84,14.03,14.07,13.88,13.26,28.94,29.04,29.16,29.05,28.74,29.58,2015-09-23,1019.25,22.87,77.02,18.63
20,13.17,13.59,13.84,13.79,13.14,11.71,26.84,26.94,26.94,26.66,26.41,28.25,2015-09-23,1019.13,22.68,76.25,18.30
21,13.32,13.69,13.93,13.93,13.66,12.76,29.10,29.31,29.23,28.72,28.24,29.30,2015-09-23,1019.35,22.53,75.30,17.95
22,11.66,12.05,12.50,12.54,11.24,8.84,27.86,28.16,28.14,27.62,27.21,30.44,2015-09-23,1019.37,22.50,75.47,17.97
23,10.75,11.19,11.40,10.75,9.51,7.52,29.83,30.75,30.67,29.80,28.21,32.39,2015-09-23,1019.44,22.43,74.95,17.78
24,10.78,11.57,11.99,11.40,9.96,6.84,32.18,32.14,32.00,31.46,29.09,27.44,2015-09-23,1019.36,22.50,74.85,17.85
1,11.89,12.54,12.92,12.63,11.89,9.89,36.39,37.65,38.24,37.46,36.47,29.60,2015-09-24,1019.45,22.68,73.73,17.74
2,10.96,11.65,12.21,11.52,10.05,7.05,43.14,44.09,43.66,43.48,42.48,39.11,2015-09-24,1019.60,22.73,72.15,17.45
3,9.21,10.02,10.23,9.59,7.50,6.58,52.60,50.78,50.25,52.00,50.79,46.83,2015-09-24,1019.80,22.60,71.52,17.17
4,10.28,10.94,11.15,11.05,10.23,8.61,58.07,57.77,57.69,57.60,55.31,51.43,2015-09-24,1020.05,22.58,69.50,16.72
5,10.02,10.57,10.75,10.69,10.12,8.82,60.43,60.53,60.37,60.05,57.77,53.45,2015-09-24,1019.92,22.53,69.32,16.65
6,10.01,10.49,10.68,10.68,10.19,9.18,54.60,54.84,54.87,54.82,52.82,50.10,2015-09-24,1020.06,22.52,68.70,16.50
7,10.98,11.48,11.71,11.75,11.33,10.38,53.69,53.87,53.90,54.00,52.59,51.27,2015-09-24,1019.83,22.53,69.05,16.55
8,10.83,11.30,11.53,11.59,11.33,10.62,57.15,57.26,57.20,57.05,55.93,54.97,2015-09-24,1019.79,22.52,69.40,16.63
9,11.48,11.98,12.18,12.17,11.75,10.73,59.53,59.70,59.75,59.71,58.21,56.21,2015-09-24,1019.35,22.50,68.33,16.40
10,11.86,12.35,12.58,12.60,12.29,11.62,62.10,62.20,62.27,62.06,60.68,58.84,2015-09-24,1019.53,22.58,67.92,16.35
11,12.42,12.96,13.20,13.18,12.71,11.60,59.21,59.40,59.48,59.37,58.08,55.49,2015-09-24,1019.91,22.52,67.20,16.17
12,11.42,11.86,12.06,12.05,11.70,10.84,65.15,65.16,65.09,64.72,63.32,60.84,2015-09-24,1020.46,22.58,67.97,16.37
13,11.72,12.10,12.30,12.28,11.95,11.32,63.04,63.10,63.31,63.18,62.35,61.57,2015-09-24,1020.75,22.70,68.62,16.62
14,12.17,12.62,12.83,12.76,12.34,11.35,60.42,60.16,60.23,60.18,59.56,60.79,2015-09-24,1020.94,22.83,67.52,16.50
15,12.47,12.94,13.13,13.10,12.80,11.90,58.28,57.90,57.86,57.86,57.46,58.08,2015-09-24,1020.91,22.95,65.93,16.25
16,11.56,11.95,12.13,12.07,11.78,10.63,60.22,59.73,59.62,59.67,59.42,60.12,2015-09-24,1021.21,23.10,66.93,16.62
17,9.78,10.03,10.22,10.11,9.79,8.77,65.83,65.44,65.30,65.33,65.11,66.28,2015-09-24,1021.88,23.23,69.23,17.28
18,9.23,9.34,9.59,9.49,9.02,7.92,60.42,60.02,59.81,59.85,59.65,60.54,2015-09-24,1021.86,23.35,71.82,17.98
19,10.28,10.68,10.95,10.89,10.30,8.70,48.24,47.92,47.86,47.86,47.49,47.98,2015-09-24,1021.30,23.37,72.57,18.13
20,11.46,12.16,12.42,12.43,11.61,9.98,46.64,46.34,46.28,46.38,46.19,46.96,2015-09-24,1020.87,23.37,72.27,18.08
21,11.54,12.27,12.49,12.46,11.76,10.29,44.50,44.13,44.02,43.97,43.68,44.53,2015-09-24,1020.82,23.37,71.73,17.95
22,11.75,12.34,12.54,12.55,12.08,11.00,49.85,49.46,49.35,49.45,49.49,50.49,2015-09-24,1020.99,23.30,71.70,17.95
23,12.47,13.05,13.27,13.28,12.88,11.77,52.05,51.43,51.24,51.27,51.11,51.98,2015-09-24,1020.79,23.30,70.02,17.53
24,12.51,12.99,13.17,13.19,12.88,12.06,57.31,56.75,56.67,56.61,56.39,57.41,2015-09-24,1020.66,23.30,69.65,17.45
1,12.59,12.99,13.16,13.15,12.83,12.23,64.61,64.13,64.22,64.33,64.21,64.62,2015-09-25,1021.17,23.37,68.48,17.20
2,12.71,13.07,13.23,13.23,12.95,12.38,65.60,65.16,65.16,65.16,65.09,65.50,2015-09-25,1021.45,23.35,68.25,17.18
3,12.66,13.01,13.18,13.23,13.01,12.48,67.18,66.88,66.99,66.99,66.81,67.46,2015-09-25,1021.48,23.30,70.63,17.65
4,12.91,13.25,13.41,13.46,13.26,12.79,73.31,72.91,72.96,72.91,72.72,73.12,2015-09-25,1021.36,23.32,68.92,17.27
5,12.20,12.57,12.74,12.81,12.63,12.17,79.18,78.78,78.81,78.75,78.59,79.26,2015-09-25,1021.11,23.30,69.67,17.47
6,11.92,12.31,12.46,12.46,12.21,11.67,78.73,78.37,78.43,78.47,78.31,78.97,2015-09-25,1020.88,23.27,72.35,18.02
7,11.62,12.04,12.22,12.26,12.05,11.52,84.01,83.50,83.48,83.58,83.41,84.09,2015-09-25,1020.67,23.20,73.78,18.27
8,11.63,12.15,12.34,12.39,12.08,11.38,81.84,81.49,81.49,81.67,81.58,82.73,2015-09-25,1020.14,23.20,75.08,18.55
9,11.98,12.54,12.81,12.88,12.55,11.76,79.81,79.48,79.54,79.77,79.37,80.23,2015-09-25,1019.70,23.23,76.37,18.83
10,12.60,13.19,13.46,13.54,13.25,12.50,82.24,81.79,81.79,81.99,81.65,82.17,2015-09-25,1019.61,23.28,76.35,18.88
11,12.57,13.15,13.44,13.57,13.38,12.93,80.04,79.84,79.92,80.07,79.91,80.58,2015-09-25,1019.87,23.37,75.25,18.73
12,12.77,13.34,13.63,13.74,13.49,12.93,81.04,80.75,80.78,80.80,80.46,80.84,2015-09-25,1020.35,23.40,74.88,18.70
13,12.93,13.47,13.74,13.86,13.59,12.93,71.23,71.00,71.28,71.53,71.49,71.92,2015-09-25,1020.67,23.40,74.65,18.62
14,12.11,12.70,12.97,12.85,11.81,11.18,71.75,70.71,70.98,71.69,73.26,73.65,2015-09-25,1020.96,23.43,73.72,18.48
15,12.77,13.26,13.59,13.46,12.91,12.22,72.45,72.14,72.67,73.20,74.20,75.97,2015-09-25,1021.10,23.48,73.83,18.55
16,13.35,13.76,14.06,14.21,14.16,13.72,71.91,71.67,71.80,71.92,71.96,72.48,2015-09-25,1020.96,23.58,73.90,18.65
17,12.40,12.87,13.24,13.13,12.66,11.18,72.38,72.12,72.07,72.10,72.36,74.00,2015-09-25,1020.91,23.50,75.85,19.00
18,11.89,12.43,12.85,12.76,12.28,10.99,69.43,69.57,69.55,69.29,69.05,69.94,2015-09-25,1020.73,23.47,76.52,19.12
19,11.95,12.58,13.06,12.82,12.18,10.50,66.76,67.10,67.37,67.27,67.09,67.99,2015-09-25,1020.26,23.52,75.37,18.92
20,11.87,12.54,13.02,12.72,11.98,10.36,65.84,66.27,66.52,66.27,65.86,66.34,2015-09-25,1019.93,23.52,76.17,19.08
21,11.48,11.94,12.48,12.20,11.22,9.59,68.62,68.87,68.95,68.74,68.54,69.21,2015-09-25,1020.18,23.50,77.15,19.27
22,11.43,12.19,12.78,12.45,11.23,9.04,64.65,64.80,64.93,64.89,64.71,65.99,2015-09-25,1019.68,23.50,76.83,19.23
23,11.94,12.84,13.33,13.22,12.57,10.55,68.88,69.02,69.10,68.85,68.47,68.78,2015-09-25,1019.68,23.50,77.82,19.40
24,12.21,13.17,13.68,13.55,12.53,9.39,68.07,67.74,67.34,67.24,65.72,62.36,2015-09-25,1019.71,23.42,78.60,19.47
1,12.15,12.78,13.17,13.40,12.68,10.86,64.90,65.42,65.75,65.70,63.49,55.46,2015-09-26,1020.02,23.43,80.31,19.83
2,11.40,12.00,12.39,12.54,11.81,9.89,63.65,64.20,64.39,64.23,62.63,52.58,2015-09-26,1020.37,23.68,76.62,19.32
3,11.28,11.81,12.20,12.29,11.78,10.09,62.77,63.43,63.45,63.00,61.99,54.35,2015-09-26,1020.54,23.72,76.18,19.28
4,11.63,12.15,12.52,12.63,12.14,10.57,63.77,64.58,64.87,64.59,63.64,57.69,2015-09-26,1020.65,23.65,76.78,19.35
5,12.27,12.88,13.29,13.28,12.18,10.07,69.54,69.87,69.98,69.36,66.49,58.85,2015-09-26,1020.46,23.58,76.87,19.28
6,12.05,12.82,13.24,13.16,11.81,9.51,65.11,65.82,66.32,65.70,61.33,59.82,2015-09-26,1020.18,23.30,79.05,19.47
7,11.11,11.70,11.92,11.17,8.99,5.61,50.89,52.05,51.79,47.12,59.42,88.42,2015-09-26,1020.03,22.88,81.70,19.60
8,12.77,13.41,13.72,13.29,11.93,7.85,44.04,45.26,45.34,41.93,44.43,72.46,2015-09-26,1019.73,22.48,85.22,19.85
9,14.12,14.75,15.16,15.32,14.82,13.10,39.78,40.73,41.11,41.04,39.29,33.97,2015-09-26,1019.53,22.08,86.53,19.73
10,15.91,16.58,16.91,16.87,16.18,13.09,40.89,41.53,41.79,41.04,38.85,42.32,2015-09-26,1019.53,22.00,79.95,18.35
11,13.62,14.51,14.89,14.84,13.70,10.24,47.58,48.44,48.90,48.04,43.00,56.44,2015-09-26,1020.11,22.10,78.18,18.12
12,14.15,15.09,15.58,15.63,14.94,12.97,61.16,62.52,62.65,61.73,59.09,58.49,2015-09-26,1020.86,22.68,80.13,19.12
13,14.31,14.87,15.18,15.27,14.98,14.50,74.94,75.14,75.04,74.73,73.77,72.39,2015-09-26,1021.52,23.12,75.15,18.48
14,12.57,12.98,13.26,13.37,13.10,12.83,77.45,77.69,77.69,77.60,77.09,76.83,2015-09-26,1021.97,23.15,75.02,18.47
15,10.30,10.63,10.86,10.94,10.76,10.41,62.94,63.44,63.71,64.01,64.30,66.23,2015-09-26,1022.49,22.98,80.23,19.37
16,12.60,13.04,13.38,13.57,13.48,13.37,67.92,68.16,68.26,68.44,68.39,68.92,2015-09-26,1022.40,23.12,76.32,18.72
17,13.74,14.16,14.46,14.63,14.58,14.53,75.57,75.70,75.90,76.09,76.06,76.49,2015-09-26,1022.65,23.32,75.08,18.67
18,13.77,14.16,14.45,14.62,14.61,14.54,76.95,76.94,76.96,77.01,76.95,77.44,2015-09-26,1022.74,23.25,75.75,18.75
19,13.85,14.42,14.75,14.88,14.74,14.32,80.80,80.74,80.81,80.95,81.04,81.81,2015-09-26,1022.61,23.20,75.00,18.50
20,13.84,14.36,14.70,14.90,14.81,14.50,84.46,84.77,84.90,84.88,84.61,84.70,2015-09-26,1022.47,23.03,76.12,18.62
21,14.45,14.99,15.35,15.60,15.52,15.33,79.13,79.59,79.78,79.74,79.32,79.13,2015-09-26,1022.08,23.05,74.95,18.37
22,15.23,15.77,16.09,16.27,16.23,16.10,75.68,76.09,76.30,76.17,75.83,75.76,2015-09-26,1022.10,22.90,76.38,18.50
23,15.39,16.04,16.45,16.60,16.44,16.13,70.87,71.27,71.45,71.42,71.01,70.96,2015-09-26,1022.28,22.75,75.60,18.22
24,14.85,15.63,16.06,16.20,16.02,15.69,65.98,66.28,66.33,66.24,65.92,66.24,2015-09-26,1022.40,22.62,74.97,17.98
1,14.67,15.38,15.75,15.85,15.60,15.23,64.21,64.73,64.89,64.85,64.55,64.95,2015-09-27,1022.71,22.70,74.50,17.94
2,14.83,15.65,16.12,16.27,16.01,15.78,64.34,64.66,64.63,64.49,64.19,65.13,2015-09-27,1022.89,22.78,75.32,18.17
3,14.41,15.24,15.68,15.76,15.45,14.94,60.15,60.61,60.69,60.73,60.55,60.63,2015-09-27,1023.11,22.80,76.17,18.38
4,13.48,14.26,14.68,14.81,14.58,14.43,57.62,58.05,58.10,58.15,58.04,59.18,2015-09-27,1023.14,22.77,77.83,18.70
5,13.06,13.83,14.22,14.35,14.14,13.80,58.73,59.05,59.24,59.43,59.38,60.44,2015-09-27,1022.96,22.87,79.30,19.10
6,13.12,13.90,14.34,14.47,14.24,14.00,62.78,63.23,63.33,63.44,63.43,64.45,2015-09-27,1022.77,22.90,79.50,19.18
7,13.79,14.57,14.97,15.06,14.77,13.29,67.35,68.42,68.61,68.22,67.73,65.11,2015-09-27,1022.18,22.90,79.57,19.18
8,13.63,14.36,14.77,14.89,14.71,13.69,66.85,68.05,68.43,68.11,67.69,65.14,2015-09-27,1021.92,22.92,80.40,19.35
9,13.49,14.23,14.68,14.90,14.89,13.92,70.52,71.39,71.54,71.10,71.17,68.94,2015-09-27,1021.68,23.00,81.07,19.55
10,13.05,13.76,14.24,14.48,14.50,13.74,73.44,74.26,74.46,74.10,74.17,72.68,2015-09-27,1021.82,23.05,81.47,19.70
11,13.16,13.88,14.36,14.63,14.67,14.17,72.93,73.81,74.19,73.91,74.18,74.12,2015-09-27,1021.91,23.05,83.12,19.98
12,12.68,13.39,13.91,14.16,14.17,13.72,77.23,77.82,78.19,77.93,78.17,77.98,2015-09-27,1022.42,23.05,84.07,20.22
13,12.42,13.22,13.76,13.99,13.98,13.04,71.35,72.03,72.50,72.49,72.95,72.91,2015-09-27,1022.83,23.03,84.12,20.20
14,11.39,12.13,12.66,12.79,12.32,10.81,66.27,67.00,67.49,68.04,69.46,73.14,2015-09-27,1023.15,23.30,84.52,20.53
15,10.56,11.28,11.77,11.90,11.59,10.34,59.29,60.32,61.70,63.76,66.65,72.75,2015-09-27,1023.39,23.27,85.63,20.73
16,10.63,11.24,11.60,11.59,11.30,10.11,57.03,59.32,61.96,65.00,68.13,73.73,2015-09-27,1023.40,23.32,86.32,20.92
17,10.14,10.59,10.85,10.95,11.01,10.86,61.22,64.32,67.49,70.53,73.16,77.42,2015-09-27,1023.51,23.42,86.47,21.03
18,10.23,10.81,11.29,11.65,11.85,11.84,65.56,68.59,71.43,73.97,76.08,79.81,2015-09-27,1022.90,23.42,86.17,20.97
19,9.08,9.73,10.34,10.92,11.34,11.65,66.18,68.37,70.41,72.50,74.70,78.81,2015-09-27,1022.42,23.50,85.07,20.83
20,8.79,9.37,9.90,10.39,10.75,10.97,67.93,70.19,72.46,74.81,77.12,80.80,2015-09-27,1021.96,23.40,86.52,21.02
21,9.75,10.26,10.67,10.95,10.95,10.37,65.21,66.72,68.43,70.46,72.96,77.07,2015-09-27,1021.61,23.40,86.92,21.08
22,9.93,10.54,10.88,10.82,10.41,8.17,72.78,75.26,77.40,78.87,80.39,78.35,2015-09-27,1021.20,23.32,87.43,21.13
23,8.94,9.72,10.22,10.43,10.27,8.92,88.18,90.53,92.09,92.73,93.14,92.62,2015-09-27,1021.19,23.33,85.77,20.82
24,7.93,8.86,9.41,9.40,8.58,6.88,104.46,106.40,106.77,105.39,101.67,96.64,2015-09-27,1021.56,23.03,86.25,20.57
1,7.56,8.53,8.97,8.24,7.42,5.38,93.28,96.37,97.59,94.85,92.97,91.17,2015-09-28,1021.68,23.03,87.59,20.88
2,5.59,6.39,6.65,6.35,5.55,4.49,119.36,118.51,117.28,111.70,103.04,97.18,2015-09-28,1021.81,22.60,88.85,20.65
3,6.95,7.90,8.38,8.36,7.51,6.23,80.81,82.08,84.26,85.66,86.97,93.39,2015-09-28,1021.43,23.23,86.70,20.90
4,7.16,8.05,8.57,8.61,7.47,6.24,66.99,69.37,72.60,75.26,79.88,90.66,2015-09-28,1021.40,23.30,86.78,21.00
5,7.66,8.56,9.04,8.82,7.45,5.06,70.51,73.49,77.40,80.94,87.50,94.88,2015-09-28,1021.35,23.30,87.42,21.08
6,7.18,8.32,9.06,9.14,8.24,5.24,70.90,73.53,77.00,79.62,82.51,95.70,2015-09-28,1021.14,23.20,88.60,21.20
7,7.03,8.08,8.50,8.17,6.71,4.52,71.79,74.66,78.21,81.32,84.77,90.93,2015-09-28,1020.65,23.12,88.98,21.18
8,7.42,8.43,8.83,8.65,7.51,4.99,70.51,73.23,76.27,79.00,81.31,89.92,2015-09-28,1019.98,23.20,88.43,21.17
9,7.51,8.49,8.82,8.68,7.36,4.83,78.48,82.05,85.91,89.31,90.57,92.15,2015-09-28,1019.55,23.10,88.58,21.13
10,7.19,8.02,8.23,8.25,7.03,4.95,84.07,87.97,91.46,94.93,95.89,92.29,2015-09-28,1019.35,23.18,88.35,21.15
11,7.21,8.18,8.61,8.78,7.57,5.19,85.70,89.66,93.30,96.68,96.86,92.32,2015-09-28,1019.36,23.23,87.77,21.12
12,7.04,7.93,8.43,8.65,7.60,6.23,83.41,86.99,90.59,94.13,94.60,94.88,2015-09-28,1019.80,23.30,87.37,21.10
13,7.53,8.40,8.92,9.09,8.13,7.15,84.04,87.70,91.74,95.17,96.07,97.06,2015-09-28,1020.05,23.38,88.17,21.30
14,8.19,9.17,9.84,10.10,9.35,8.42,76.10,79.07,83.00,86.87,89.48,93.55,2015-09-28,1019.97,23.53,87.65,21.37
15,8.70,9.56,10.25,10.63,10.42,9.35,69.80,72.40,75.69,79.46,82.98,89.25,2015-09-28,1020.09,23.67,87.22,21.42
16,9.02,9.60,10.06,10.25,10.03,9.37,68.16,71.65,74.60,78.09,81.25,82.01,2015-09-28,1020.09,23.72,88.00,21.63
