time,h_wspd_1,h_wspd_2,h_wspd_3,h_wspd_4,h_wspd_5,h_wspd_6,h_wdir_1,h_wdir_2,h_wdir_3,h_wdir_4,h_wdir_5,h_wdir_6,file_date,avg_pressure,avg_temp,avg_humidity,avg_dew_point
9,6.41,6.47,6.27,6.92,7.13,6.75,-20.62,-20.85,-19.03,-18.80,-17.69,-17.16,2016-03-15,1008.8,7.4,99.7,7.4
10,6.87,7.09,7.36,7.57,7.61,7.54,-16.41,-15.14,-15.77,-15.11,-14.72,-14.72,2016-03-15,1008.7,7.4,99.6,7.3
11,7.20,7.35,7.35,7.30,7.82,8.20,-3.86,-3.98,-2.73,-3.74,-2.81,0.45,2016-03-15,1008.5,7.2,98.7,7.0
12,7.12,7.15,6.98,7.11,8.15,8.18,6.26,7.13,5.36,5.15,7.50,11.25,2016-03-15,1008.9,7.2,97.7,6.9
13,6.32,6.71,6.42,6.76,7.15,7.13,18.09,19.79,18.23,19.17,20.25,22.12,2016-03-15,1009.0,7.4,97.7,7.1
14,6.44,6.66,6.93,6.66,6.77,7.32,17.93,18.98,20.03,17.19,16.69,18.20,2016-03-15,1008.9,7.7,96.7,7.1
15,7.08,7.31,7.50,7.58,7.64,8.07,17.64,18.08,19.04,18.47,18.92,14.68,2016-03-15,1009.0,7.9,94.7,7.1
16,3.34,3.46,3.36,3.36,3.43,3.85,-35.15,-23.14,-19.36,-26.17,-24.97,-20.87,2016-03-15,1009.0,7.9,94.6,7.1
17,5.25,4.50,4.12,4.60,4.47,4.08,-82.98,-74.82,-69.66,-73.16,-74.08,-67.63,2016-03-15,1009.0,7.9,94.6,7.1
18,4.34,4.42,4.48,4.54,4.57,4.62,-52.54,-50.56,-49.75,-49.11,-48.29,-50.66,2016-03-15,1009.0,7.9,94.6,7.1
19,6.38,6.40,6.39,6.43,6.44,6.61,-44.50,-45.31,-46.25,-46.37,-46.19,-46.63,2016-03-15,1009.0,7.9,94.6,7.1
20,6.99,6.97,6.77,7.41,7.09,7.13,-28.80,-29.76,-30.24,-29.48,-30.62,-31.68,2016-03-15,1009.0,7.9,94.6,7.1
21,4.80,4.80,4.62,4.79,4.99,4.91,-13.15,-14.22,-15.31,-21.99,-16.89,-19.79,2016-03-15,1009.0,7.9,94.6,7.1
22,3.46,3.54,3.54,3.51,3.66,3.50,-22.59,-23.35,-24.88,-36.73,-26.05,-28.61,2016-03-15,1009.0,7.9,94.6,7.1
23,3.14,3.26,3.39,3.70,3.52,3.51,-44.85,-43.16,-42.00,-49.42,-39.45,-41.50,2016-03-15,1009.0,7.9,94.6,7.1
24,4.27,4.17,4.14,4.56,4.01,3.91,-78.30,-75.46,-71.69,-78.03,-68.12,-67.26,2016-03-15,1009.0,7.9,94.6,7.1
1,6.64,6.75,7.26,7.93,6.83,6.55,-73.40,-72.23,-68.66,-75.08,-70.34,-71.15,2016-03-16,1010.9,8.9,93.1,7.8
2,4.85,5.20,5.88,6.28,6.14,6.34,-40.10,-41.33,-42.31,-47.89,-46.02,-49.00,2016-03-16,1011.3,8.9,92.6,7.8
3,6.08,6.68,7.84,8.89,8.63,9.16,-42.45,-40.55,-38.52,-39.62,-39.20,-39.08,2016-03-16,1011.4,8.8,93.5,7.8
4,6.75,7.40,8.53,9.46,8.87,8.96,-37.04,-36.77,-36.42,-37.66,-37.03,-35.15,2016-03-16,1011.2,8.5,94.3,7.7
5,5.13,5.56,6.34,7.14,7.26,7.56,-63.69,-59.61,-54.00,-53.73,-47.96,-46.78,2016-03-16,1011.1,8.2,95.7,7.5
6,5.05,5.41,5.61,6.01,6.15,7.02,-79.54,-74.95,-70.12,-67.23,-55.16,-48.36,2016-03-16,1011.0,8.0,96.5,7.5
7,4.20,4.75,5.34,5.78,5.86,6.08,-73.34,-67.51,-58.48,-52.45,-41.49,-29.84,2016-03-16,1010.7,7.8,96.7,7.3
8,4.56,4.78,4.69,4.91,4.91,5.62,-64.50,-54.35,-42.35,-29.42,-25.05,-10.75,2016-03-16,1010.3,7.5,97.4,7.1
9,5.75,5.93,5.50,5.96,5.05,5.16,-72.95,-65.33,-54.62,-41.82,-42.76,-26.28,2016-03-16,1010.5,7.6,97.3,7.2
10,5.53,6.21,6.64,7.10,5.99,5.27,-74.52,-71.15,-64.34,-54.03,-54.89,-46.17,2016-03-16,1011.1,7.8,96.5,7.3
11,4.58,5.11,5.04,5.46,4.59,4.95,-55.73,-51.41,-45.01,-32.30,-36.07,-21.10,2016-03-16,1011.6,7.7,96.5,7.2
12,4.39,4.80,4.71,5.51,4.58,4.33,-53.71,-49.61,-41.67,-28.80,-30.95,-14.79,2016-03-16,1012.2,7.8,95.4,7.1
13,4.02,4.21,3.61,4.12,3.44,2.84,-51.96,-49.16,-42.46,-24.03,-31.90,-11.95,2016-03-16,1012.3,8.5,92.8,7.4
14,2.72,2.80,2.01,3.97,2.49,1.84,-17.69,-12.24,12.04,33.83,8.77,23.11,2016-03-16,1012.2,8.9,91.9,7.7
15,3.29,3.47,2.87,4.85,3.02,1.67,15.00,16.90,29.05,49.70,34.08,37.28,2016-03-16,1012.2,9.8,89.8,8.2
16,4.80,4.58,3.57,5.40,3.26,1.63,55.72,56.92,70.94,82.88,72.13,81.54,2016-03-16,1012.2,9.8,89.8,8.2
17,4.83,4.40,3.86,5.06,3.15,1.61,97.16,102.83,122.01,127.86,127.01,147.56,2016-03-16,1012.2,9.8,89.8,8.2
18,4.82,4.74,4.62,5.46,3.93,2.39,129.61,136.88,155.32,163.79,167.49,-99.01,2016-03-16,1012.2,9.8,89.8,8.2
19,5.50,5.17,4.68,5.68,4.45,2.63,138.05,145.83,164.90,77.03,-72.60,-148.05,2016-03-16,1012.2,9.8,89.8,8.2
20,6.47,6.48,5.82,6.04,4.72,3.63,144.51,150.74,162.36,170.79,59.24,-167.22,2016-03-16,1012.2,9.8,89.8,8.2
21,6.55,6.78,6.43,6.52,5.19,4.11,165.45,170.51,9.62,-28.16,-139.28,-158.53,2016-03-16,1012.2,9.8,89.8,8.2
22,6.96,6.90,6.38,6.30,5.31,4.59,173.84,176.27,-174.23,-170.18,-168.34,-158.89,2016-03-16,1012.2,9.8,89.8,8.2
23,7.34,7.18,6.65,6.57,5.52,4.93,167.52,169.93,56.42,-22.26,-122.36,-165.07,2016-03-16,1012.2,9.8,89.8,8.2
24,5.22,5.33,5.05,4.78,3.60,2.72,141.79,146.91,156.68,159.86,144.87,-34.99,2016-03-16,1012.2,9.8,89.8,8.2
1,6.67,6.03,5.20,5.01,3.80,2.68,129.87,131.40,137.19,137.55,140.93,157.66,2016-03-17,1009.8,8.6,96.3,8.0
2,8.22,7.43,6.57,6.27,5.02,4.02,117.83,118.92,123.30,121.69,125.12,131.07,2016-03-17,1009.5,8.7,96.3,8.2
3,9.42,8.85,8.18,8.52,8.07,7.03,111.86,111.85,114.62,115.28,119.50,124.41,2016-03-17,1009.4,8.9,95.2,8.2
4,9.56,9.80,9.32,9.73,7.99,6.97,107.56,111.22,116.72,111.66,112.57,117.76,2016-03-17,1009.5,8.7,94.3,7.8
5,8.27,8.54,8.97,9.98,9.41,5.87,69.64,74.33,79.66,85.17,93.40,92.20,2016-03-17,1010.1,8.4,93.0,7.4
6,7.23,7.63,8.19,9.17,7.37,4.55,68.79,74.26,79.51,83.57,86.53,79.12,2016-03-17,1011.0,8.4,91.9,7.2
7,4.73,4.92,5.37,5.44,5.67,3.58,67.86,75.62,83.59,93.12,95.19,88.79,2016-03-17,1011.4,8.5,92.0,7.2
8,4.77,4.66,4.72,4.34,4.41,4.16,41.91,46.10,50.17,58.02,66.34,79.51,2016-03-17,1011.3,8.4,92.0,7.2
9,7.02,6.82,6.61,6.10,5.79,4.95,46.11,47.55,49.46,54.77,60.74,72.48,2016-03-17,1011.3,8.0,93.6,7.1
10,7.72,7.78,7.85,7.64,7.04,5.87,35.99,36.91,38.17,40.35,40.73,42.73,2016-03-17,1012.2,7.7,94.9,7.0
11,5.80,5.85,5.98,5.88,5.55,4.44,30.96,32.06,33.65,37.41,40.58,41.51,2016-03-17,1013.0,7.7,94.5,6.9
12,4.58,4.62,4.73,4.60,4.04,3.03,37.58,39.84,42.94,48.65,47.56,35.67,2016-03-17,1013.1,8.1,92.2,6.9
13,2.91,3.02,3.15,2.83,2.64,1.48,46.33,52.19,58.56,72.50,73.55,48.58,2016-03-17,1012.9,8.7,91.9,7.4
14,1.64,1.45,1.38,1.00,0.73,1.20,-36.12,-30.72,-16.14,-30.81,-15.79,-77.36,2016-03-17,1013.3,8.8,91.5,7.5
15,1.92,1.74,1.49,1.45,1.44,1.19,-98.87,-108.21,-110.69,-117.57,-113.32,-67.57,2016-03-17,1013.2,8.3,95.7,7.6
16,2.70,2.78,2.96,2.98,2.89,1.40,-127.70,-133.79,-148.86,-150.05,-126.45,-36.10,2016-03-17,1012.7,7.5,96.9,7.1
17,4.71,5.47,5.72,5.73,5.35,4.53,-143.01,-145.47,-144.02,-138.70,-129.63,-111.16,2016-03-17,1012.0,7.5,97.5,7.2
18,7.13,7.80,7.91,7.29,6.51,5.52,-133.74,-128.88,-122.51,-118.42,-115.33,-111.81,2016-03-17,1011.1,8.5,94.7,7.7
19,9.16,8.95,8.71,8.52,8.15,6.92,-122.65,-120.56,-118.64,-116.20,-112.42,-105.79,2016-03-17,1010.2,8.9,93.0,7.8
20,7.54,7.38,7.35,7.32,7.07,6.26,-124.01,-118.65,-112.94,-109.49,-106.88,-106.08,2016-03-17,1009.3,9.3,91.2,7.9
21,8.19,7.94,7.86,7.77,7.43,6.85,-135.16,-131.88,-126.99,-122.08,-117.05,-111.79,2016-03-17,1008.6,9.6,89.9,8.0
22,4.69,4.96,5.06,5.03,4.93,4.15,8.31,3.36,1.70,0.99,0.65,4.50,2016-03-17,1010.3,11.7,69.4,6.3
23,2.15,2.18,2.13,1.99,1.80,1.46,73.67,53.71,43.56,34.52,24.08,-17.81,2016-03-17,1010.7,10.6,77.3,6.8
24,5.45,5.90,6.35,6.65,6.70,6.03,-31.38,-34.01,-36.52,-39.35,-42.51,-50.50,2016-03-17,1011.2,11.8,64.2,5.1
1,6.56,6.88,7.26,7.42,7.39,6.11,-76.26,-73.98,-72.10,-71.99,-72.75,-76.11,2016-03-18,1011.5,12.8,54.1,3.7
2,6.11,6.33,6.79,6.98,6.97,5.03,-114.88,-110.22,-105.66,-104.27,-104.56,-107.82,2016-03-18,1011.7,11.6,64.3,5.1
3,7.05,7.14,7.47,7.54,7.33,5.01,-104.35,-101.71,-98.50,-96.70,-96.35,-100.21,2016-03-18,1011.5,12.1,58.7,4.2
4,8.62,8.61,8.79,8.78,8.39,5.72,-110.19,-106.78,-103.30,-100.68,-98.72,-100.23,2016-03-18,1011.7,10.8,70.8,5.7
5,8.12,8.50,8.98,9.30,9.20,6.50,-84.68,-82.37,-80.37,-79.01,-77.62,-80.10,2016-03-18,1011.5,11.0,69.4,5.6
6,7.06,7.48,8.09,8.50,8.56,6.18,-89.99,-87.39,-84.82,-83.09,-82.84,-84.54,2016-03-18,1011.5,10.5,72.9,5.8
7,8.01,8.36,8.73,8.98,8.80,5.91,-97.78,-94.75,-91.87,-89.58,-86.70,-87.30,2016-03-18,1011.6,10.3,73.9,5.8
8,8.50,9.11,9.68,10.09,10.08,6.51,-86.85,-84.62,-82.16,-80.00,-76.43,-74.79,2016-03-18,1011.5,10.0,74.8,5.7
9,8.22,8.76,9.36,9.80,9.76,6.70,-83.27,-81.86,-79.68,-77.61,-74.28,-74.04,2016-03-18,1011.5,10.3,65.4,4.0
10,7.63,8.24,8.86,9.33,9.40,6.49,-76.06,-75.04,-73.32,-71.46,-68.16,-67.28,2016-03-18,1011.9,9.8,69.0,4.3
11,7.98,8.52,9.10,9.60,9.76,7.36,-44.78,-45.37,-45.01,-44.39,-42.42,-42.80,2016-03-18,1012.4,9.7,59.7,2.2
12,5.86,6.53,7.24,7.84,8.11,6.20,-43.99,-43.80,-42.73,-41.95,-40.23,-43.04,2016-03-18,1012.7,9.6,59.9,2.1
13,5.89,6.39,6.94,7.36,7.49,5.35,-60.68,-59.94,-58.55,-57.51,-55.45,-58.52,2016-03-18,1012.9,10.2,55.9,1.8
14,6.91,7.23,7.53,7.70,7.56,5.79,-85.09,-83.49,-81.71,-80.58,-78.71,-80.38,2016-03-18,1013.3,10.4,57.2,2.1
15,8.11,8.43,8.69,8.80,8.52,5.49,-79.69,-79.19,-78.48,-78.06,-76.31,-81.31,2016-03-18,1012.9,11.3,47.1,0.4
16,9.42,10.38,10.69,10.78,10.28,5.62,-70.28,-70.21,-70.16,-70.30,-69.07,-74.96,2016-03-18,1012.5,12.1,39.8,-1.3
17,9.02,10.57,11.30,10.94,9.93,5.02,-67.77,-68.62,-68.72,-68.82,-67.12,-71.61,2016-03-18,1012.3,12.3,39.7,-1.0
18,8.48,9.68,10.38,10.09,9.46,5.04,-74.51,-75.01,-75.44,-75.57,-74.17,-77.96,2016-03-18,1011.7,12.7,39.9,-0.7
19,8.44,9.25,9.86,9.71,9.30,6.29,-78.99,-78.62,-79.38,-79.21,-77.86,-79.51,2016-03-18,1011.6,12.0,49.1,1.7
20,10.97,12.22,13.01,12.79,12.18,10.80,-81.72,-82.22,-82.22,-81.31,-80.92,-79.35,2016-03-18,1011.2,12.5,42.8,0.1
21,8.95,10.09,11.22,10.86,9.82,5.98,-74.09,-74.68,-75.29,-74.17,-73.96,-70.06,2016-03-18,1010.8,13.5,37.2,-0.9
22,9.09,10.20,11.01,10.84,10.02,5.87,-52.74,-54.22,-55.36,-54.76,-54.42,-49.95,2016-03-18,1011.1,14.2,31.4,-2.6
23,6.50,6.97,7.59,7.34,6.87,4.58,-46.59,-47.78,-49.60,-48.15,-47.74,-47.85,2016-03-18,1011.8,13.5,36.2,-1.2
24,4.54,4.69,5.24,5.21,5.14,3.49,-46.64,-46.19,-47.11,-44.69,-46.45,-46.68,2016-03-18,1012.4,12.2,41.8,-0.5
1,3.30,3.43,4.17,4.25,4.45,3.08,-62.82,-60.89,-58.66,-54.45,-56.59,-55.49,2016-03-19,1012.9,12.4,36.5,-2.8
2,3.10,3.15,3.76,3.59,3.75,2.62,-72.80,-71.11,-66.41,-61.27,-64.88,-62.23,2016-03-19,1013.3,10.4,56.9,2.1
3,2.39,2.29,2.68,2.41,2.76,2.04,-102.81,-100.60,-87.81,-82.15,-84.03,-74.98,2016-03-19,1013.6,9.8,66.6,3.8
4,3.75,3.79,3.78,3.52,3.67,2.27,-62.44,-71.23,-60.39,-64.08,-54.73,-2.88,2016-03-19,1013.9,9.3,72.5,4.6
5,7.63,8.78,9.32,9.04,7.79,4.80,73.47,70.68,69.64,69.58,69.01,67.40,2016-03-19,1014.9,9.1,67.2,3.3
6,9.29,10.56,11.04,11.13,9.60,5.93,50.33,49.43,49.37,48.64,47.14,34.07,2016-03-19,1015.4,8.4,69.8,3.3
7,7.39,8.75,9.14,8.85,7.72,5.11,16.88,17.65,19.46,18.35,14.29,11.54,2016-03-19,1016.4,7.6,61.7,0.7
8,6.62,7.52,7.85,7.69,7.16,4.99,10.97,13.05,15.75,14.65,11.13,8.67,2016-03-19,1016.9,6.4,66.1,0.6
9,6.06,6.93,7.19,6.84,6.31,3.55,14.41,15.48,18.37,16.69,12.91,5.69,2016-03-19,1017.3,6.0,65.8,0.1
10,5.49,6.17,6.45,6.13,5.74,3.92,15.46,16.45,19.28,18.60,16.41,14.97,2016-03-19,1018.4,5.4,67.6,-0.1
11,5.76,6.88,7.11,6.75,6.35,3.80,21.15,21.09,23.76,20.91,15.66,9.55,2016-03-19,1018.9,5.2,59.6,-2.1
12,4.86,6.04,6.09,5.92,5.57,3.44,19.36,19.31,23.20,21.19,15.95,13.53,2016-03-19,1020.1,5.1,54.2,-3.5
13,5.24,6.28,6.44,6.17,5.30,3.62,20.47,19.94,22.93,21.51,20.15,15.54,2016-03-19,1020.0,4.9,56.2,-3.0
14,5.24,5.78,5.91,5.84,5.40,4.32,23.50,24.19,26.37,26.61,27.30,26.95,2016-03-19,1020.9,4.9,62.4,-1.7
15,5.77,6.16,6.27,6.21,5.89,5.00,36.09,36.13,37.08,37.05,37.22,36.02,2016-03-19,1021.1,5.3,64.8,-0.8
16,5.21,5.63,5.73,5.65,5.26,4.27,42.45,42.34,43.42,42.96,42.81,41.17,2016-03-19,1020.9,5.4,65.6,-0.5
17,6.61,7.33,7.57,7.36,6.69,5.12,49.00,49.03,50.43,49.71,49.01,45.36,2016-03-19,1019.4,5.3,64.1,-0.9
18,4.31,4.79,4.85,4.73,4.24,3.26,78.22,76.68,77.84,76.72,75.78,71.57,2016-03-19,1020.0,5.1,62.1,-1.6
19,4.25,4.58,4.55,4.51,4.12,3.60,92.63,90.33,91.31,90.37,89.23,86.82,2016-03-19,1019.8,4.7,63.1,-1.8
20,4.83,5.03,4.88,4.89,4.68,4.57,81.99,79.95,80.33,79.12,77.31,75.94,2016-03-19,1019.5,4.4,65.2,-1.5
21,3.78,4.43,4.08,4.04,3.47,2.68,81.08,70.43,78.78,79.14,78.37,50.48,2016-03-19,1018.8,4.0,70.3,-0.9
22,3.82,4.10,4.23,4.08,3.61,2.87,67.97,69.01,67.87,66.42,59.59,44.44,2016-03-19,1018.6,3.9,68.2,-1.5
23,4.87,5.12,5.27,5.12,4.85,3.65,57.18,56.63,56.24,53.45,58.91,49.04,2016-03-19,1018.6,4.0,71.7,-0.6
24,4.96,5.18,5.27,5.11,4.61,3.60,27.60,28.13,28.27,26.23,24.75,24.30,2016-03-19,1019.4,3.8,78.4,0.3
1,7.17,7.34,7.46,7.47,7.32,6.81,31.89,31.86,31.93,31.67,30.99,29.57,2016-03-20,1018.8,3.5,84.3,1.1
2,5.12,5.32,5.42,5.42,5.22,4.60,33.34,33.85,34.67,34.75,33.59,31.08,2016-03-20,1018.8,3.5,84.6,1.1
3,4.55,4.77,4.80,4.69,4.47,3.62,51.08,52.32,52.48,51.38,48.35,33.39,2016-03-20,1019.4,3.9,81.2,0.9
4,4.96,5.21,5.35,5.33,5.14,4.45,74.27,74.54,74.68,74.31,73.40,71.37,2016-03-20,1019.5,4.3,73.6,0.0
5,4.94,5.21,5.37,5.36,5.15,4.42,67.38,68.03,68.33,68.15,67.50,65.08,2016-03-20,1019.2,4.6,70.9,-0.2
6,5.53,5.85,6.01,6.00,5.81,4.93,57.87,58.65,59.32,59.60,59.48,57.88,2016-03-20,1018.6,5.0,68.1,-0.4
7,6.17,6.56,6.71,6.67,6.45,5.46,55.29,56.43,57.28,57.53,57.41,56.03,2016-03-20,1018.4,5.6,67.0,-0.1
8,10.39,11.01,11.31,11.30,11.03,9.20,63.50,63.80,63.97,63.80,63.41,62.47,2016-03-20,1017.6,6.2,54.8,-2.3
9,11.28,11.73,11.98,12.01,11.89,10.69,62.72,62.78,62.86,62.81,62.67,62.13,2016-03-20,1017.5,6.0,58.0,-1.6
10,11.73,12.05,12.22,12.25,12.17,11.32,64.62,64.76,64.83,64.81,64.75,64.51,2016-03-20,1017.9,6.0,56.5,-2.0
11,12.91,13.18,13.32,13.37,13.32,12.55,65.63,65.83,66.01,66.00,65.92,66.10,2016-03-20,1017.8,5.7,59.9,-1.4
12,13.23,13.48,13.63,13.69,13.68,13.14,66.43,66.62,66.83,66.83,66.70,66.77,2016-03-20,1018.6,5.4,60.8,-1.6
13,12.83,13.08,13.26,13.37,13.37,12.86,63.97,64.16,64.27,64.27,64.37,64.70,2016-03-20,1019.0,5.3,63.7,-1.1
14,13.68,13.95,14.16,14.27,14.28,13.86,61.10,61.29,61.49,61.48,61.38,61.50,2016-03-20,1018.9,4.9,68.7,-0.3
15,13.99,14.23,14.36,14.39,14.36,13.83,57.13,57.34,57.54,57.56,57.57,57.77,2016-03-20,1019.0,4.7,69.4,-0.4
16,13.25,13.45,13.64,13.66,13.47,12.73,57.14,57.50,57.93,57.95,57.85,57.63,2016-03-20,1018.8,4.8,73.5,0.5
17,13.87,14.07,14.24,14.33,14.26,13.81,56.63,56.94,57.29,57.30,57.19,57.09,2016-03-20,1018.0,4.9,75.2,0.9
18,14.43,14.65,14.79,14.83,14.79,14.46,55.30,55.44,55.67,55.76,56.07,56.42,2016-03-20,1016.7,5.0,79.1,1.7
19,14.86,15.05,15.15,15.21,15.17,14.75,54.41,54.59,54.87,55.01,55.04,55.02,2016-03-20,1015.6,4.8,83.1,2.2
20,15.61,15.77,15.85,15.94,15.89,15.58,57.32,57.35,57.28,57.27,57.22,56.97,2016-03-20,1014.7,4.6,85.2,2.4
21,14.17,14.36,14.47,14.53,14.45,14.06,52.64,52.80,52.98,53.05,53.06,52.94,2016-03-20,1014.3,4.6,87.3,2.7
22,14.59,14.74,14.83,14.92,14.89,14.56,49.20,49.38,49.56,49.75,49.91,50.21,2016-03-20,1014.1,4.4,89.6,2.8
23,13.87,14.08,14.20,14.23,14.12,13.55,41.60,42.06,42.42,42.65,42.86,43.04,2016-03-20,1014.3,4.0,90.7,2.7
24,15.10,15.27,15.36,15.43,15.40,15.01,41.07,41.33,41.63,41.94,42.21,42.49,2016-03-20,1013.7,3.8,90.9,2.5
1,16.59,16.72,16.82,16.93,16.94,16.72,40.95,41.05,41.32,41.56,41.81,42.28,2016-03-21,1013.0,3.7,90.6,2.3
2,16.63,16.78,16.89,17.02,16.91,16.44,34.79,34.98,35.19,35.46,35.73,36.13,2016-03-21,1012.9,3.4,90.0,1.9
3,15.74,15.95,16.09,16.17,16.00,15.60,28.75,29.06,29.45,29.67,29.71,29.79,2016-03-21,1012.5,2.6,92.4,1.6
4,13.65,13.87,14.06,14.23,14.18,14.00,21.16,21.60,22.16,22.22,22.65,23.32,2016-03-21,1012.5,2.0,95.2,1.3
5,12.37,12.45,12.66,12.94,13.08,13.03,17.96,18.55,18.33,18.69,18.83,19.25,2016-03-21,1012.1,1.1,98.0,0.8
6,11.41,11.55,11.72,11.90,12.25,12.68,18.72,18.54,19.54,19.79,20.20,21.56,2016-03-21,1011.6,1.2,98.3,0.9
7,10.59,10.84,10.93,11.06,11.11,11.05,17.83,17.49,18.08,18.22,18.54,19.01,2016-03-21,1011.4,1.4,94.3,0.6
8,9.07,9.14,9.22,9.34,9.43,9.51,-0.28,-0.34,0.50,1.07,1.57,2.42,2016-03-21,1011.1,1.4,91.3,0.1
9,9.48,9.58,9.69,9.82,9.94,10.05,-1.91,-2.00,-1.59,-1.17,-0.74,-0.08,2016-03-21,1010.5,1.3,91.0,0.0
10,9.81,9.84,9.98,10.09,10.09,10.21,-2.51,-2.55,-2.13,-1.93,-1.78,-1.00,2016-03-21,1010.8,1.1,89.8,-0.4
11,9.67,9.75,9.83,9.85,9.79,9.81,1.35,2.65,3.28,3.30,3.74,4.43,2016-03-21,1010.6,1.1,88.4,-0.6
12,6.53,6.03,6.24,6.06,5.77,6.00,-8.42,-7.90,-5.87,-6.72,-6.07,-3.76,2016-03-21,1011.4,1.3,84.7,-1.0
13,6.37,6.25,6.33,6.23,6.15,6.05,-44.02,-42.82,-41.86,-41.37,-39.49,-38.80,2016-03-21,1012.2,1.3,87.3,-0.6
14,5.55,5.48,5.64,5.50,5.43,5.36,-47.93,-45.64,-45.82,-45.69,-43.40,-45.74,2016-03-21,1012.5,1.8,81.2,-1.1
15,5.52,5.56,5.69,5.54,5.46,5.37,-69.44,-67.27,-67.28,-67.46,-66.46,-69.49,2016-03-21,1012.7,2.9,76.2,-0.9
16,6.75,7.08,7.21,7.03,6.90,6.52,-67.47,-65.40,-65.58,-65.58,-64.07,-66.96,2016-03-21,1012.5,4.3,71.9,-0.4
17,6.52,7.11,7.26,7.15,7.09,6.40,-57.31,-55.32,-55.92,-56.62,-55.44,-59.49,2016-03-21,1012.1,5.6,64.1,-0.7
18,8.56,9.81,9.88,10.08,10.09,8.48,-57.37,-57.11,-57.53,-57.32,-56.95,-59.98,2016-03-21,1011.5,6.6,53.6,-2.1
19,10.66,11.70,11.82,11.90,11.69,10.06,-60.85,-59.80,-59.84,-59.81,-59.64,-61.32,2016-03-21,1010.9,7.3,44.6,-4.0
20,11.65,12.42,12.57,12.72,12.43,11.04,-63.90,-62.75,-62.99,-63.23,-63.09,-65.11,2016-03-21,1010.9,8.0,41.3,-4.4
21,13.38,14.08,14.30,14.39,14.43,13.18,-57.00,-55.70,-55.86,-56.18,-56.48,-56.96,2016-03-21,1011.0,8.1,41.1,-4.3
22,13.87,14.58,14.91,15.04,15.04,13.90,-54.66,-54.38,-54.31,-54.64,-54.73,-55.16,2016-03-21,1011.7,8.0,40.7,-4.6
23,12.94,13.60,13.94,13.94,13.81,12.74,-46.65,-46.69,-46.77,-47.24,-47.32,-49.18,2016-03-21,1012.8,8.1,38.8,-5.1
24,10.53,11.07,11.62,11.65,11.38,10.48,-43.64,-44.06,-44.42,-45.00,-44.97,-45.77,2016-03-21,1014.1,7.5,41.2,-4.8
1,8.17,8.49,9.19,9.28,8.93,7.84,-52.18,-52.27,-52.47,-53.13,-52.57,-53.66,2016-03-22,1015.8,7.0,42.5,-4.9
2,7.94,8.28,9.07,9.19,8.87,7.25,-50.72,-50.60,-50.89,-51.04,-49.59,-52.99,2016-03-22,1017.3,6.5,44.9,-4.6
3,7.83,8.12,8.92,8.93,8.43,6.39,-47.46,-47.41,-48.10,-48.38,-46.15,-50.94,2016-03-22,1018.4,6.1,44.7,-5.1
4,6.80,6.95,7.85,7.99,7.46,5.59,-56.14,-55.50,-55.47,-55.54,-52.72,-56.99,2016-03-22,1019.3,5.5,46.6,-5.0
5,6.66,6.82,7.71,7.78,7.04,4.88,-47.60,-46.69,-47.26,-47.90,-43.74,-52.01,2016-03-22,1019.9,5.0,46.1,-5.7
6,5.31,5.51,6.12,6.22,4.92,3.56,-48.70,-50.48,-49.42,-51.21,-47.71,-53.88,2016-03-22,1020.3,4.6,44.4,-6.5
7,4.59,4.80,5.26,5.41,4.14,3.12,-62.25,-66.44,-62.42,-62.84,-56.19,-59.80,2016-03-22,1020.9,4.2,45.6,-6.5
8,6.19,6.52,7.41,7.64,7.18,3.91,-55.47,-55.34,-53.61,-53.67,-52.12,-57.16,2016-03-22,1021.2,3.8,48.8,-6.0
9,6.43,6.74,7.74,7.90,7.37,4.34,-52.68,-54.10,-52.04,-52.30,-50.65,-57.71,2016-03-22,1021.9,3.5,50.1,-6.0
10,5.60,5.80,6.76,6.96,6.42,2.84,-55.58,-57.69,-53.29,-54.50,-52.18,-68.02,2016-03-22,1022.6,3.3,51.1,-5.8
11,4.32,4.42,5.50,5.73,5.16,2.08,-47.47,-50.44,-45.67,-49.98,-48.44,-59.61,2016-03-22,1023.3,3.3,50.5,-6.0
12,2.77,3.21,3.89,4.20,3.84,2.34,-62.60,-69.03,-61.63,-64.94,-58.54,-58.53,2016-03-22,1023.8,3.5,51.0,-5.7
13,3.31,3.53,4.05,4.11,3.94,2.25,-79.72,-82.35,-77.33,-78.08,-73.88,-75.49,2016-03-22,1024.5,4.5,50.8,-4.8
14,2.98,3.16,3.60,3.70,3.57,2.43,-81.88,-83.98,-79.58,-80.85,-78.62,-83.34,2016-03-22,1024.9,5.1,47.1,-5.2
15,3.14,3.66,3.99,4.20,3.70,2.48,-109.80,-116.55,-112.02,-109.62,-104.54,-114.28,2016-03-22,1025.1,6.0,42.7,-5.8
16,5.62,6.36,6.52,6.62,5.96,4.78,-143.62,-146.62,-147.11,-142.41,-140.32,-145.46,2016-03-22,1024.9,6.4,50.1,-3.4
17,9.23,9.74,9.85,9.87,9.34,8.00,-148.49,-148.74,-149.24,-147.45,-146.92,-148.16,2016-03-22,1023.9,6.3,62.0,-0.4
18,9.19,9.69,9.80,9.83,9.38,8.18,-153.56,-153.68,-154.07,-152.09,-151.36,-151.74,2016-03-22,1023.1,6.7,57.8,-1.1
